name,id,office,state,district,party,incumbent,receipts,disbursement,cash.on.hand,debt.owed,end.date,start.date
"MOYA, PAUL",H8NM01430,H,NM,1,DEM,OPEN,212632.86,211116.42,1516.44,76546.89,9/30/18,10/1/17
"NEWMAN, MONTY",H8NM02073,H,NM,2,REP,OPEN,883783.38,883065.71,717.67,0,9/30/18,9/1/17
"EPSTEIN, LENA ROSE",H8MI11320,H,MI,11,REP,OPEN,2264867.95,2201151.86,63715.66,25e4,10/17/18,4/1/17
"FEEHAN, DANIEL",H8MN01279,H,MN,1,DFL,OPEN,3594534.91,2774176.44,820358.47,0,10/17/18,7/1/17
"PAULSEN, ERIK MR.",H8MN03077,H,MN,3,REP,INCUMBENT,5403207.09,4727245.33,1042931.03,0,10/17/18,1/1/17
"RAO, SAIRA",H8CO01154,H,CO,1,DEM,CHALLENGER,565680.42,565851.59,0,158419.83,9/30/18,1/1/18
"PETERS, SCOTT",H2CA52089,H,CA,52,DEM,INCUMBENT,2683872.68,1495391.46,2261788.83,251427.76,10/17/18,1/1/17
"RYON, ANNA",H8IA03116,H,IA,3,DEM,CHALLENGER,5996.49,5996.49,0,0,7/18/17,3/1/17
"ROUTLEDGE, ROOT",H8CO03234,H,CO,3,DEM,CHALLENGER,3238.05,2828.92,409.13,1618.36,9/30/18,1/1/18
"MICHAILIDIS, CONSTANTINOS",H8NY03169,H,NY,3,NNE,CHALLENGER,3213.39,3213.39,0,0,1/15/18,8/25/17
"COURTNEY, JOSEPH D",H2CT02112,H,CT,2,DEM,INCUMBENT,1053661.49,850916.91,825667.06,0,10/17/18,1/1/17
"YOHO, THEODORE SCOTT",H2FL06109,H,FL,3,REP,INCUMBENT,818106.27,596301.77,351599.36,0,10/17/18,1/1/17
"HARTLEY, MICHAEL",H8IN05139,H,IN,5,DEM,CHALLENGER,3052,2519,533,0,9/30/17,4/1/17
"JONES, BRENDA",H8MI13243,H,MI,13,DEM,OPEN,265137.1,257033.24,8103.86,0,10/17/18,1/1/18
"PERENICH, STEPHEN M",H8FL12070,H,FL,12,DEM,CHALLENGER,75715.87,75715.87,0,2300,10/15/18,9/1/17
"DEMINGS, VALDEZ VAL",H2FL08063,H,FL,10,DEM,INCUMBENT,783433.01,789532.37,84760.9,10790.44,10/17/18,1/1/17
"RYAN, HEATHER A",H8IA03132,H,IA,3,DEM,CHALLENGER,505,182.71,322.29,0,9/30/17,7/1/17
"FRANKEL, LOIS J.",H2FL14053,H,FL,21,DEM,INCUMBENT,931541.15,770981.78,972626.96,0,10/17/18,1/1/17
"COLLINS, DOUGLAS ALLEN",H2GA09150,H,GA,9,REP,INCUMBENT,1311898.96,611825.85,896350.97,0,10/17/18,1/1/17
"FUENTES, TALIA",H6AZ05133,H,AZ,9,DEM,OPEN,44664.14,43867.05,797.09,0,3/31/18,2/25/17
"TLAIB, RASHIDA",H8MI13250,H,MI,13,DEM,OPEN,1509736.2,1342745.15,166991.05,0,10/17/18,12/1/17
"ALLEN, RICHARD W",H2GA12121,H,GA,12,REP,INCUMBENT,1028406.91,920400.98,213402.33,1125e3,10/17/18,1/1/17
"COMBEE, NEIL",H8FL15222,H,FL,15,REP,OPEN,217665,211577.48,6087.52,6e3,9/30/18,4/1/18
"BLUM, RODNEY",H2IA01055,H,IA,1,REP,INCUMBENT,2526104.03,1501401.89,1072269.3,614119,10/17/18,1/1/17
"KEELER, JONATHAN DAVID MR.",H8PA10212,H,PA,10,DEM,CHALLENGER,200,200,0,0,4/15/18,1/1/18
"HACKETT, MARY PATRICIA",H8IN02177,H,IN,2,DEM,CHALLENGER,109602.18,109261.93,340.25,0,9/30/18,10/1/17
"REMMER, LISA",H8CA12270,H,CA,12,REP,CHALLENGER,21786.47,6085.14,15701.33,17264.72,10/17/18,1/1/18
"KERRIGAN, STEPHEN",H8MA03155,H,MA,3,DEM,OPEN,176470.99,151570.66,24900.33,0,9/30/18,10/1/17
"ZUBIA, ADOLFO AREOLA",H8NM02164,H,NM,2,DEM,OPEN,23747.83,23006.91,-50,1e4,12/31/17,7/1/17
"SCHAKOWSKY, JANICE D",H8IL09067,H,IL,9,DEM,INCUMBENT,1491596.34,1363138.12,478095.53,0,10/17/18,1/1/17
"KANE, TIM",H8OH12263,H,OH,12,REP,OPEN,514433.53,514433.53,0,243567.62,9/30/18,1/1/18
"CANALES, JUDITH ANN",H8TX23154,H,TX,23,DEM,CHALLENGER,39055.05,35109,3946.05,12600,9/30/18,7/1/17
"NELSON, THOMAS JOHN",H8AK01031,H,AK,0,REP,CHALLENGER,8988.48,7803.97,1184.51,0,9/30/18,4/1/18
"BELLE, ANITA E",S8MI00380,S,MI,0,GRE,CHALLENGER,4596,223,4373,4355,9/30/17,7/1/17
"BIRKENSTOCK, VERONICA",H8TX26090,H,TX,26,REP,CHALLENGER,193718.19,192009.94,1708.25,98206.82,9/30/18,4/1/17
"HENG, ELIZABETH",H8CA16065,H,CA,16,UNK,CHALLENGER,1124829.92,937843.11,186986.81,9859.1,10/17/18,1/1/18
"BRUUN, BECH",H8TX27072,H,TX,27,REP,OPEN,662739.22,662460.68,278.54,6894.45,9/30/18,12/4/17
"MAPP, CHRIS",H8TX27080,H,TX,27,REP,OPEN,47924.5,50942.4,-3017.9,74017.14,9/30/18,10/4/17
"DUCKWORTH, L TAMMY",S6IL00292,S,IL,0,DEM,INCUMBENT,2092826.22,1097482.86,1132746.07,0,9/30/18,1/1/17
"BENNETT, DOUGLAS R 1963",H8IL10115,H,IL,10,REP,CHALLENGER,260398.58,235242.23,25156.35,115600,10/17/18,1/1/17
"CASTEN, SEAN",H8IL06139,H,IL,6,DEM,CHALLENGER,5424489.31,4225212.36,1199276.95,25e4,10/17/18,4/1/17
"KELLY, BRENDAN",H8IL12129,H,IL,12,DEM,CHALLENGER,3382283.01,3063209.18,319073.83,0,10/17/18,7/1/17
"VAN DREW, JEFF",H8NJ02166,H,NJ,2,DEM,OPEN,1677443.09,1490431.38,186984.43,0,10/17/18,10/1/17
"JACOBSON JR, BRUCE",S8TX00350,S,TX,0,REP,CHALLENGER,135315,135331,21253,0,3/31/18,11/16/17
"HUFFMAN, RYAN",H8IL06162,H,IL,6,DEM,CHALLENGER,8688.83,8673.66,0,0,6/20/18,7/1/17
"MINELLI, CHRISTOPHER RYAN",H8IL16104,H,IL,16,DEM,CHALLENGER,5275,5275,0,0,6/30/18,4/1/17
"CLOUD, MICHAEL",H8TX27049,H,TX,27,REP,INCUMBENT,668084.71,502509.68,165575.03,69038.58,10/17/18,7/1/17
"MILISITS, MICHAEL JOSEPH",H8OH10101,H,OH,10,DEM,CHALLENGER,9252.79,8186.65,50.74,0,6/20/18,3/30/17
"D'ALESSANDRO, PETE",H8IA03173,H,IA,3,DEM,CHALLENGER,372277.85,369565.51,2712.34,0,9/30/18,4/25/17
"KIDD, DAMIAN",H8UT03121,H,UT,3,REP,CHALLENGER,27286.22,27286.22,0,16750.22,6/30/17,1/1/17
"DAW, BRAD",H8UT03162,H,UT,3,REP,CHALLENGER,6823,6823,0,0,6/30/17,4/1/17
"DAYTON, MARGARET",H8UT03170,H,UT,3,REP,CHALLENGER,57290,57290,0,0,6/30/17,4/1/17
"ING, MARK KANIELA",H8HI01192,H,HI,1,DEM,OPEN,410418.88,397215.32,13203.56,0,9/30/18,10/1/17
"FUKUMOTO, BETH",H8HI01226,H,HI,1,DEM,OPEN,86895.26,85979.43,915.83,15038.02,9/30/18,2/28/18
"ALU CAMPAGNA, SHERYL FRANCYS",H8HI02133,H,HI,2,DEM,CHALLENGER,31248,28627.49,200,0,9/30/18,10/1/17
"ROBERTS, SHAWNA",H8OH06133,H,OH,6,DEM,CHALLENGER,22574.85,26146.69,6115.4,0,10/17/18,1/1/18
"RAMSEY, GEORGE",H8IA01110,H,IA,1,DEM,CHALLENGER,71612.69,65040.17,6572.52,37205.52,9/30/18,7/1/17
"BALTER, DANA",H8NY24090,H,NY,24,DEM,CHALLENGER,2368777.12,1747393.48,621383.64,38268.6,10/17/18,7/1/17
"MAXWELL, JAMES T. DR",H8NY25097,H,NY,25,REP,CHALLENGER,948686.64,637309.48,311377.16,48e4,10/17/18,1/1/18
"MORELLE, JOSEPH D",H8NY25105,H,NY,25,DEM,OPEN,1597954.58,1364154.62,233799.96,8794,10/17/18,3/31/18
"DINGE, DENNIS",H8NM01349,H,NM,1,DEM,OPEN,35993.63,35993.63,0,0,12/31/17,4/1/17
"STUMP, BOB",H6AZ03112,H,AZ,8,REP,OPEN,21980,21980,13484.68,0,9/30/18,1/1/17
"KELLY, ROBIN",H2IL02172,H,IL,2,DEM,INCUMBENT,882504.43,841636.52,434953.11,0,10/17/18,1/1/17
"BROOKS, JANIS C DR",H2PA14092,H,PA,18,DEM,CHALLENGER,3340.88,2223.84,1598.84,174,9/30/18,1/1/17
"OWEN, ROBERT THURMAN III",H8CA23095,H,CA,23,DEM,CHALLENGER,17660.12,19435.12,0,0,5/18/18,4/1/17
"SCHNEIDER, BRADLEY SCOTT",H2IL10068,H,IL,10,DEM,INCUMBENT,4295011.96,3177322.84,1260312.44,0,10/17/18,1/1/17
"BRADY, KEVIN",H6TX08100,H,TX,8,REP,INCUMBENT,5092876.48,5265131.55,1296108.74,0,10/17/18,1/1/17
"GRANGER, KAY",H6TX12060,H,TX,12,REP,INCUMBENT,1940121.27,1670547.31,714025.78,0,10/17/18,1/1/17
"GONZALEZ, VICENTE",H6TX15162,H,TX,15,DEM,INCUMBENT,1238913.45,332892.34,1026521.71,5e5,10/17/18,1/1/17
"ARRINGTON, JODEY COOK",H6TX19099,H,TX,19,REP,INCUMBENT,1214428.8,889344.01,581471.26,0,10/17/18,1/1/17
"SCOTT, ROBERT C MR",H6VA01117,H,VA,3,DEM,INCUMBENT,575264.28,544557.06,141632.02,3191.43,10/17/18,1/1/17
"WELCH, PETER",H6VT00160,H,VT,0,DEM,INCUMBENT,806625.64,630215.51,2105906.57,0,10/17/18,1/1/17
"JAYAPAL, PRAMILA",H6WA07458,H,WA,7,DEM,INCUMBENT,2064543.56,1317541.19,774601.71,0,10/17/18,1/1/17
"SMITH, D. ADAM",H6WA09025,H,WA,9,DEM,INCUMBENT,1273583.64,1416165.12,257113.9,0,10/17/18,1/1/17
"KIND, RONALD JAMES",H6WI03099,H,WI,3,DEM,INCUMBENT,2208190.42,1818252.51,2644174.27,0,10/17/18,1/1/17
"GRIGORIAN, CHRISTINA",S8MD00336,S,MD,0,REP,CHALLENGER,41556.17,41554.07,0,0,9/30/18,1/1/18
"PALLONE, FRANK JR",H8NJ03073,H,NJ,6,DEM,INCUMBENT,2516750.96,1328566.65,2227403.15,0,10/17/18,1/1/17
"CARRILLO DONO, WENDY MARIA",H8CA34118,H,CA,34,DEM,CHALLENGER,151762.68,200570.46,0,0,9/30/17,1/1/17
"CHAVEZ, ANN E",H8NM01414,H,NM,1,DEM,OPEN,21077.41,21077.41,0,0,1/27/18,7/1/17
"KIM, ANDY",H8NJ03206,H,NJ,3,DEM,CHALLENGER,5222896.99,4468826,754070.99,0,10/17/18,4/1/17
"DE LA FUENTE, RICARDO",H8CA34274,H,CA,34,DEM,CHALLENGER,176031.56,176023.33,8.23,186176.59,9/30/17,1/1/17
"VAN HOUTEN, TRACY",H8CA34282,H,CA,34,DEM,CHALLENGER,122626.12,122626.12,0,0,9/30/17,1/1/17
"MCGOVERN, JAMES P. MR.",H4MA03022,H,MA,2,DEM,INCUMBENT,1082205.69,986441.91,524065.13,0,10/17/18,1/1/17
"CLARK, KATHERINE",H4MA05084,H,MA,5,DEM,INCUMBENT,1423054.66,1165411.18,1209858.58,0,10/17/18,1/1/17
"PENSLER, SANDY",S8MI00414,S,MI,0,REP,CHALLENGER,5235246.9,5235247,0,0,9/30/18,12/4/17
"MOORE, KYLE BRENDEN",H8IN05204,H,IN,5,DEM,CHALLENGER,6244.35,4638.68,1605.67,0,6/30/18,1/1/18
"WILLIS, VALERIE LEE",S8MI00422,S,MI,0,IND,CHALLENGER,2337,16944,0,14677,9/30/18,1/1/18
"STOVER, LINDSEY DAVIS",H8VA10098,H,VA,10,DEM,CHALLENGER,1045706.61,1045180.4,526.13,0,9/30/18,4/1/17
"GARCIA, SYLVIA R",H8TX29052,H,TX,29,DEM,OPEN,1145127.39,836991.87,308135.52,5e4,10/17/18,10/1/17
"MAGNUSON, CAMERON",H8FL15156,H,FL,15,DEM,OPEN,4507.59,4507.59,0,937.49,4/5/18,1/1/17
"EWERT, BRIAN",H8WI07104,H,WI,7,DEM,CHALLENGER,220822.38,207072.89,13749.49,65e3,9/30/18,1/1/18
"SWANK, KEITH R",S8WA00269,S,WA,0,REP,CHALLENGER,19084,18949,134,5676,9/30/18,5/1/18
"RUTAGWIBIRA, ALOYS",H2IL10092,H,IL,10,REP,CHALLENGER,320,472,100,-252,12/31/17,9/29/17
"WESTERGREN, MICHAEL J",H8TX27122,H,TX,27,DEM,OPEN,12683,9144,0,0,7/21/18,4/27/18
"GILES, DAVID VICTOR",H6AZ09010,H,AZ,9,REP,OPEN,173204.87,173252.54,0,408570.69,9/30/18,1/1/17
"CANTU, JAMES",H8TX08098,H,TX,8,REP,CHALLENGER,4e4,4e4,0,0,11/28/17,7/1/17
"BERA, AMERISH",H0CA03078,H,CA,7,DEM,INCUMBENT,2809116.65,1387696.51,1554331.09,297800,10/17/18,1/1/17
"DESAULNIER, MARK",H0CA10073,H,CA,11,DEM,INCUMBENT,543869.11,438544.42,329824.98,0,10/17/18,1/1/17
"D'SILVA, REUBEN",H6NV01232,H,NV,1,DEM,CHALLENGER,88033.43,69761.47,10278.42,0,6/30/18,1/1/17
"SEWELL, TERRI A.",H0AL07086,H,AL,7,DEM,INCUMBENT,1634558.47,1028353.04,1570731.19,0,10/17/18,1/1/17
"BACA, JOE",H6CA31142,H,CA,35,DEM,CHALLENGER,45794.6,37038.01,9236.85,0,9/30/18,1/1/17
"CRAWFORD, ERIC ALAN RICK",H0AR01083,H,AR,1,REP,INCUMBENT,974708.16,766218.28,467066.88,0,10/17/18,1/1/17
"BASS, KAREN",H0CA33117,H,CA,37,DEM,INCUMBENT,803301.19,745933.07,302769.01,0,10/17/18,1/1/17
"DAVIS, SUSAN A",H0CA49055,H,CA,53,DEM,INCUMBENT,390549.9,449134.16,197399.91,0,10/17/18,1/1/17
"WANNAMAKER, JOHN K",H8TX26116,H,TX,26,DEM,CHALLENGER,93.4,148.25,55.15,0,12/31/17,7/7/17
"MITCHELL, MONTE MARK DR.",H8TX06225,H,TX,6,REP,OPEN,10030.25,5475.25,4563.04,9630.25,3/10/18,10/1/17
"STAUBER, PETE",H8MN08043,H,MN,8,REP,OPEN,1587438.67,1217660.09,369778.58,0,10/17/18,7/1/17
"BARREIRO, BRUNO",H8FL27037,H,FL,27,REP,OPEN,578578,476350.54,102227.46,0,10/17/18,4/1/17
"FITZHERBERT, BRIAN THOMAS",H8NJ02182,H,NJ,2,REP,OPEN,16980.57,16980.57,0,11405.57,5/16/18,1/1/18
"RADINOVICH, JOSEPH",H8MN08068,H,MN,8,DFL,OPEN,2023497.6,1643825.22,379672.38,49900,10/17/18,1/1/18
"DAVIS, RODNEY L",H2IL13120,H,IL,13,REP,INCUMBENT,3237280.1,3083218.45,550861.71,0,10/17/18,1/1/17
"BUSTOS, CHERI",H2IL17071,H,IL,17,DEM,INCUMBENT,3655890.1,2782146.16,2409849.61,0,10/17/18,1/1/17
"MASSIE, THOMAS H.",H2KY04121,H,KY,4,REP,INCUMBENT,315939.39,325235.64,235301.66,0,10/17/18,1/1/17
"SHALALA, DONNA",H8FL27193,H,FL,27,DEM,OPEN,3659882.62,3200730.64,459151.98,495e3,10/17/18,1/18/18
"FRERICK, AUSTIN RONALD",H8IA03165,H,IA,3,DEM,CHALLENGER,55240.1,55240.1,0,0,3/31/18,7/1/17
"LYNCH, STEPHEN",H2MA09072,H,MA,8,DEM,INCUMBENT,802511.85,435799.24,1460923.92,0,10/17/18,1/1/17
"FIELD, JOHN",H8CO01097,H,CO,1,REP,CHALLENGER,100,0,100,0,12/31/17,7/1/17
"RUPPERSBERGER, C.A. DUTCH",H2MD02160,H,MD,2,DEM,INCUMBENT,947661.16,842445.55,1182299.81,0,10/17/18,1/1/17
"RIEGER, CHRIS",H8PA03126,H,PA,16,DEM,CHALLENGER,28536.85,28282.55,254.3,0,9/30/18,8/22/17
"KENNEDY, CHRISTOPHER",H8CO03200,H,CO,3,DEM,CHALLENGER,2494,2494,0,0,12/31/17,7/1/17
"KILEY, DAN",S8OH00110,S,OH,0,REP,CHALLENGER,1106376.5,1065052.15,41324.35,2e5,9/30/18,1/1/18
"SAUBERMAN, JOSHUA A",H8NY03177,H,NY,3,IND,CHALLENGER,10111.21,11329.62,-1218.41,55548.32,9/30/18,5/4/17
"CHOUDHURY, MIZANUR",H8NY05123,H,NY,5,DEM,CHALLENGER,35412.74,42498.84,-7086.1,750,9/30/18,1/1/18
"STEEN, KEVIN ADAM",H8WI01164,H,WI,1,REP,OPEN,47894.9,42990.35,4904.55,4e3,9/30/18,4/1/18
"CROWLEY, JOSEPH",H8NY07046,H,NY,14,DEM,INCUMBENT,3964385.74,5013991.93,71749.71,87032.23,9/30/18,1/1/17
"SAGLIANO, VITO ANTHONY MR.",H8TN02168,H,TN,2,REP,OPEN,12342.35,12010.27,637.08,0,8/14/18,7/1/17
"GIBBONS, MICHAEL",S8OH00086,S,OH,0,REP,CHALLENGER,3321812,3286152.72,35659.5,307207.23,9/30/18,4/1/17
"MOOREHEAD, PATRICK",H8GA10155,H,GA,10,IND,CHALLENGER,70,54,16,0,12/7/17,7/1/17
"HALE, CHRISTOPHER JOLLY",H8TN04107,H,TN,4,DEM,CHALLENGER,47850.68,47048.77,1005.24,0,9/30/18,5/11/18
"MOULTON, SETH",H4MA06090,H,MA,6,DEM,INCUMBENT,2324874.17,2458994.57,900615.44,0,10/17/18,1/1/17
"POLIQUIN, BRUCE L",H4ME02234,H,ME,2,REP,INCUMBENT,3914226.9,3200076.98,738481.02,136400,10/17/18,1/1/17
"MOOLENAAR, JOHN MR.",H4MI04126,H,MI,4,REP,INCUMBENT,1111420.86,726364.33,422680.38,18093.08,10/17/18,1/1/17
"WALBERG, TIMOTHY L REP",H4MI07103,H,MI,7,REP,INCUMBENT,2043766.98,1344211.53,850766.56,0,10/17/18,1/1/17
"DINGELL, DEBBIE",H4MI12079,H,MI,12,DEM,INCUMBENT,1150437.82,1084588.15,514338.54,0,10/17/18,1/1/17
"HERNANDEZ, CHRISTIAN",H8TX09120,H,TX,9,DEM,CHALLENGER,100,100,0,0,12/31/17,7/1/17
"PUREVAL, AFTAB",H8OH01118,H,OH,1,DEM,CHALLENGER,3488392.18,3044827.92,443564.26,0,10/17/18,1/1/18
"CROSSEY, MICHAEL J",H8PA18173,H,PA,18,DEM,OPEN,36003.23,39547.23,-3544,1e4,12/31/17,7/1/17
"HARBAUGH, KENNETH",H8OH07123,H,OH,7,DEM,CHALLENGER,2744339.43,2251575.07,492764.36,0,10/17/18,1/1/17
"SNOW, MISTY K",H8UT02222,H,UT,2,DEM,CHALLENGER,7726.74,7685.28,41.46,0,3/21/18,4/1/17
"GASPER, THERESA",H8OH10119,H,OH,10,DEM,CHALLENGER,1077781.78,997186.09,80595.69,14e4,10/17/18,1/1/18
"SMALLING, DAVID",H8TX35026,H,TX,35,REP,CHALLENGER,46648,43583.36,3064.64,45628,10/17/18,10/23/17
"STEELE, DAYNA MS.",H8TX36024,H,TX,36,DEM,CHALLENGER,848191.95,697428.96,150732.99,5926.05,10/17/18,4/1/17
"GHORBANI, SHIREEN SARAH",H8UT02255,H,UT,2,DEM,CHALLENGER,368445.75,223636.53,144809.22,0,10/17/18,10/1/17
"ABROMS, DAVID",H8GA06302,H,GA,6,REP,OPEN,289963.29,289963.29,0,0,6/30/17,2/15/17
"WALTERS, MARTHA",H8CA01208,H,CA,1,DEM,CHALLENGER,68655.53,68655.53,0,0,10/10/18,1/1/17
"DOYLE, MARGE",H8CA08112,H,CA,8,DEM,CHALLENGER,421359.75,379762.61,49952.85,1420.96,9/30/18,10/1/17
"LLOYD, LISA",H8MD06184,H,MD,6,REP,OPEN,20253,23112,0,0,7/6/18,9/22/17
"MARTER, JAMES THOMAS",H8IL16153,H,IL,16,REP,CHALLENGER,63660.98,62930.44,730.54,35637.46,9/30/18,10/1/17
"MACKEY, JOSEPH WILLIAM MR",H8IN04140,H,IN,4,DEM,OPEN,9824.54,9459.43,-609.94,0,9/30/18,7/1/17
"DELAURO, ROSA L",H0CT03072,H,CT,3,DEM,INCUMBENT,1207122.94,1141491.71,80847.29,0,10/17/18,1/1/17
"WEBSTER, DANIEL",H0FL08208,H,FL,11,REP,INCUMBENT,568412.33,441355.03,154407,0,10/17/18,1/1/17
"WILSON, FREDERICA S.",H0FL17068,H,FL,24,DEM,INCUMBENT,346352.17,317561.46,368741.5,15250,10/17/18,1/1/17
"DEUTCH, THEODORE ELIOT",H0FL19080,H,FL,22,DEM,INCUMBENT,1208545.47,1019898.24,518120.8,0,10/17/18,1/1/17
"HICE, JODY",H0GA07125,H,GA,10,REP,INCUMBENT,625838.3,534759.14,162635.74,0,10/17/18,1/1/17
"SCOTT, JAMES AUSTIN",H0GA08099,H,GA,8,REP,INCUMBENT,787578.5,580598.1,622285.63,0,10/17/18,1/1/17
"LOEBSACK, DAVID WAYNE",H6IA02146,H,IA,2,DEM,INCUMBENT,1975342.39,1647300.88,1288748.65,0,10/17/18,1/1/17
"SHEEHAN, MOLLY",H8PA07119,H,PA,5,DEM,OPEN,238060.53,238060.53,0,0,10/14/18,4/1/17
"WERTIME, DAVID",H8PA05246,H,PA,5,DEM,CHALLENGER,140713.02,106884.16,-4836.46,0,9/30/18,1/1/18
"WHALEN, CHARLES",H8NY23217,H,NY,23,DEM,CHALLENGER,27770.12,27770.12,0,0,4/3/18,9/25/17
"TURNER, D LEE",H8SC04227,H,SC,4,DEM,OPEN,30932.86,31426.06,-4817,0,9/28/18,1/1/18
"HOYER, STENY",H2MD05155,H,MD,5,DEM,INCUMBENT,3910860.01,3848002.18,755536.51,5419.17,10/17/18,1/1/17
"KILDEE, DANIEL T.",H2MI05119,H,MI,5,DEM,INCUMBENT,1113145.91,966445.56,648345.11,0,10/17/18,1/1/17
"PETERSON, COLLIN CLARK",H2MN07014,H,MN,7,DEM,INCUMBENT,1316570.61,1132094.18,754143.59,0,10/17/18,1/1/17
"ROUZER, DAVID CHESTON",H2NC07096,H,NC,7,REP,INCUMBENT,1463396.92,888435.4,1243090.82,0,10/17/18,1/1/17
"HUDSON, RICHARD L. JR.",H2NC08185,H,NC,8,REP,INCUMBENT,2342393.13,1590136.12,845086.99,0,10/17/18,1/1/17
"PITTENGER, ROBERT M THE HONORABLE",H2NC09134,H,NC,9,REP,INCUMBENT,1408054.31,1411405.47,895.62,767522.67,10/17/18,1/1/17
"MEADOWS, MARK R",H2NC11080,H,NC,11,REP,INCUMBENT,1756477.84,1058532.48,906104.34,0,10/17/18,1/1/17
"HOLDING, GEORGE E MR.",H2NC13110,H,NC,2,REP,INCUMBENT,2746846.4,2517413.98,242911.41,119200,10/17/18,1/1/17
"AMODEI, MARK EUGENE EUGENE",H2NV02395,H,NV,2,REP,INCUMBENT,1182248.58,960949.71,366495.38,9e3,10/17/18,1/1/17
"HORSFORD, STEVEN ALEXZANDER",H2NV04011,H,NV,4,DEM,OPEN,1862881.64,1474629.24,388252.4,28276.08,10/17/18,1/1/18
"GALLAGHER, MICHAEL JOHN",H6WI08155,H,WI,8,REP,INCUMBENT,2745770.45,1869125.11,938470.79,5e3,10/17/18,1/1/17
"CHENEY, ELIZABETH MRS.",H6WY00159,H,WY,0,REP,INCUMBENT,822462.17,636684.4,243527.93,7e4,10/17/18,1/1/17
"KLINE, DANNER",H8AL06099,H,AL,6,DEM,CHALLENGER,277477.23,175871.87,101605.36,0,10/17/18,4/1/17
"WEST, HERMAN JR.",H8GA02087,H,GA,2,REP,CHALLENGER,18749,11011.08,2298.44,0,10/17/18,5/1/17
"PROFIT, JOSEPH",H8GA04125,H,GA,4,REP,CHALLENGER,81618.47,65599.79,22000.88,12800,10/17/18,3/1/18
"HANDEL, KAREN CHRISTINE",H8GA06286,H,GA,6,REP,INCUMBENT,8476377.42,8074269.47,402107.95,0,10/17/18,1/1/17
"WALKER, BRADLEY MARK MR.",H4NC06052,H,NC,6,REP,INCUMBENT,1228751.58,625065.42,829269.33,0,10/17/18,1/1/17
"MCHENRY, PATRICK",H4NC10047,H,NC,10,REP,INCUMBENT,3520535.11,3335930.13,1580412.36,0,10/17/18,1/1/17
"STRANGE, LUTHER J III",S8AL00308,S,AL,0,REP,INCUMBENT,5442899,5611460.36,124600.75,281874.43,9/30/18,1/1/17
"FORTENBERRY, JEFFREY L. HONORABLE",H4NE01064,H,NE,1,REP,INCUMBENT,729526.41,426608.46,1889894.24,0,10/17/18,1/1/17
"TRUONO, EUGENE (GENE) J JR",S8DE00129,S,DE,0,REP,CHALLENGER,277064.99,276777.76,287.04,191342.05,9/30/18,11/22/17
"ZOUBOULIKOS-BLANCO, JAIMY ANNETTE",H8TX29110,H,TX,29,REP,OPEN,31675.96,24582.76,7093.2,33650.96,9/30/18,1/1/18
"EMMER, THOMAS EARL JR.",H4MN06087,H,MN,6,REP,INCUMBENT,2123378.08,1867895.4,393047.51,0,10/17/18,1/1/17
"NUNES, DEVIN GERALD",H8CA20059,H,CA,22,REP,INCUMBENT,11718392.38,9943514.3,4952478.35,0,10/17/18,1/1/17
"SMITH, JASON T",H4MO08162,H,MO,8,REP,INCUMBENT,1908102.5,1221106.89,1216649.9,0,10/17/18,1/1/17
"ARPAIO, JOE",S8AZ00247,S,AZ,0,REP,OPEN,1445183.3,1406147.66,39036.07,0,9/30/18,1/1/18
"HARRIS, EUGENE PATTERSON",S8CA00358,S,CA,0,DEM,CHALLENGER,785217,762043,37,590451,9/30/18,4/1/17
"JANZ, ANDREW",H8CA22139,H,CA,22,DEM,CHALLENGER,8327379.61,7473226.02,854153.59,351735,10/17/18,4/1/17
"BARRO, MARY",H8CA23129,H,CA,23,DEM,CHALLENGER,12464.69,12394.12,70.57,3812.41,10/17/18,1/1/18
"RAPINI, DOMINIC",S8CT00113,S,CT,0,REP,CHALLENGER,198123.57,168241.9,29981.22,75992.82,9/30/18,4/1/17
"LEACH, DAYLIN B",H4PA13181,H,PA,7,DEM,OPEN,547361.09,547361.09,0,0,10/15/18,6/1/17
"COMBS, GWENDOLYNN MILLEN MRS.",H8AR02142,H,AR,2,DEM,CHALLENGER,33934.76,31817.38,2618.03,0,9/30/18,7/1/17
"SMITH, STEVE",H8AZ01229,H,AZ,1,REP,CHALLENGER,438887.91,438698.04,189.87,0,9/30/18,5/15/17
"ARELLANO, SERGIO",H8AZ03142,H,AZ,3,REP,CHALLENGER,40037.24,40346.71,-309.47,0,9/30/18,12/13/17
"SCHWARTZBERG , STEVE J",H8IL05131,H,IL,5,DEM,CHALLENGER,19731.57,19925.46,-193.89,2511.57,9/30/18,7/1/17
"SULLIVAN, MAURA CORBY",H8NH01186,H,NH,1,DEM,OPEN,2017132.45,1974820.52,42311.93,0,9/30/18,10/1/17
"KIM, RONALD JOSEPH MR.",H8NY21294,H,NY,21,DEM,CHALLENGER,7637,2124,5512,0,12/31/17,10/1/17
"CROCHETIERE, BRUCE",H8NH01277,H,NH,1,REP,OPEN,329036.95,312634.39,16402.56,0,9/30/18,4/1/18
"ARROYAVE, NATHAN",H8IL16088,H,IL,16,DEM,CHALLENGER,1572.2,550.9,1021.3,0,6/30/17,1/1/17
"IVANOVICH, ROSEANN P.",H8IN01179,H,IN,1,REP,CHALLENGER,9910.32,15391.8,-5481.48,6600,4/18/18,1/1/18
